Año,Trimestre,Provincia,Accesos por cada 100 hab,Accesos por cada 100 hogares
2014,1,Buenos Aires,16.692346018019,54.5700728794398
2014,1,CABA,42.6550716305864,112.254122789269
2014,1,Catamarca,6.1846145207766,24.2517512545856
2014,1,Chaco,5.55367146370263,20.7185388638408
2014,1,Chubut,12.7035901332393,41.2352180797243
2014,1,Corrientes,5.89170828868197,22.3167167138389
2014,1,Córdoba,16.1251831437494,52.5178475440063
2014,1,Entre Ríos,10.3022471048393,34.3671218212502
2014,1,Formosa,4.44446775479377,17.4184510793687
2014,1,Jujuy,4.72430277882911,18.4153524468777
2014,1,La Pampa,15.9940619540067,48.425321038282
2014,1,La Rioja,4.35317490004406,16.2941048158375
2014,1,Mendoza,8.93331832282328,31.9131229866058
2014,1,Misiones,6.32316098194971,23.1365386484773
2014,1,Neuquén,14.8822657665075,49.7916051913856
2014,1,Río Negro,13.867842232252,44.9139571317885
2014,2,Buenos Aires,16.7949254349917,55.0614169514339
2014,2,CABA,42.9747769614274,113.14335247541
2014,2,Catamarca,6.28435543538314,24.7031188600584
2014,2,Chaco,5.60212756727661,20.9579963674944
2014,2,Chubut,12.6962893613957,41.4102098199126
2014,2,Corrientes,5.94526705446853,22.5756130032436
2014,2,Córdoba,16.3654084204053,53.448126115626
2014,2,Entre Ríos,10.3720720658694,34.6874323714598
2014,2,Formosa,4.46486967289597,17.5404117548517
2014,2,Jujuy,4.78409543407859,18.7060609994136
2014,2,La Pampa,16.3790489033622,49.7075961603446
2014,2,La Rioja,4.39338341878784,16.5025648163457
2014,2,Mendoza,8.95860097015214,32.0982381502412
2014,2,Misiones,6.36580742599405,23.3677476012998
2014,2,Neuquén,15.1375680294983,50.8427490584487
2014,2,Río Negro,13.9465694232689,45.3349103201463
2014,2,Salta,7.00401550152647,28.9145940008629
2014,2,San Juan,7.07777106262497,27.7826978179589
2014,2,San Luis,2.78151226486048,9.71791019987182
2014,2,Santa Cruz,8.7446731811569,29.3770071530543
2014,2,Santa Fe,15.2169574282303,48.3903513867014
2014,2,Santiago Del Estero,4.14368314793901,16.6955673473544
2014,2,Tierra Del Fuego,19.0863143365562,64.3560451715994
2014,2,Tucumán,8.40948858817327,33.9445268856823
2014,3,Buenos Aires,17.262998432341,56.754739164071
2014,3,CABA,43.2063995929272,113.800512332415
2014,3,Catamarca,6.26989025279194,24.7061213053276
2014,3,Chaco,5.62775722230021,21.1126667052624
2014,3,Chubut,12.3882340714514,40.5986709442745
2014,3,Corrientes,5.98628267191169,22.7875350351524
2014,3,Córdoba,16.5601374978714,54.2336102829994
2014,3,Entre Ríos,10.4338264358501,34.981647333713
2014,3,Formosa,4.51292526712683,17.7713148314683
2014,3,Jujuy,4.68339443034039,18.3685342155704
2014,3,La Pampa,18.3375340019153,55.7812017385042
2014,3,La Rioja,4.37903587474791,16.5067132740672
2014,3,Mendoza,8.99223693701461,32.3131795616557
2014,3,Misiones,6.39977366685188,23.5673569543455
2014,3,Neuquén,16.7266886493093,56.3954110270698
2014,3,Río Negro,14.1599328062096,46.1961871578301
2014,3,Salta,7.05354927369401,29.2226843537979
2014,3,San Juan,7.07524804156139,27.8542444781027
2014,3,San Luis,2.77005134128578,9.71121075967275
2014,3,Santa Cruz,8.34323913237982,28.231942904275
2014,3,Santa Fe,15.4379886546179,49.1958844455727
2014,3,Santiago Del Estero,4.08216959029359,16.4922039083019
2014,3,Tierra Del Fuego,19.3443922627806,65.6861020447619
2014,3,Tucumán,8.38167843005843,33.9437558222181
2014,4,Buenos Aires,17.0147634301905,56.0943365301975
2014,4,CABA,43.6046206766365,114.896765508016
2014,4,Catamarca,6.45925498005949,25.513779082748
2014,4,Chaco,5.81368220415458,21.8707832002322
2014,4,Chubut,12.2235557846192,40.2492746845027
2014,4,Corrientes,6.17465506597043,23.5624309927751
2014,4,Córdoba,16.6557073313017,54.696896793323
2014,4,Entre Ríos,10.7183280951834,36.0254708519679
2014,4,Formosa,4.5491629692892,17.9563113616952
2014,4,Jujuy,4.98200351211736,19.5994181805212
2014,4,La Pampa,16.8165246239874,51.2731334522286
2014,4,La Rioja,4.49690190272523,17.0107508872361
2014,4,Mendoza,9.05637770520934,32.6383818761503
2014,4,Misiones,6.54066222204155,24.1624306055883
2014,4,Neuquén,15.5286641207705,52.5549896972496
2014,4,Río Negro,13.8895301858479,45.478062751204
2014,4,Salta,7.10378588301479,29.534861619578
2014,4,San Juan,7.10096175461973,28.0371457145607
2014,4,San Luis,2.7819569555272,9.7863933663512
2014,4,Santa Cruz,8.15757414246012,27.8026789696523
2014,4,Santa Fe,15.6575328569008,49.9996230234827
2014,4,Santiago Del Estero,4.26296198713424,17.2692015836451
2014,4,Tierra Del Fuego,19.3418822807275,66.1378194733832
2014,4,Tucumán,8.69321535229523,35.3208751693282
2015,1,Buenos Aires,17.241393436944,56.3704843302674
2015,1,CABA,43.658724990074,114.896997148903
2015,1,Catamarca,6.40301699079434,25.1094663307876
2015,1,Chaco,7.14308917535775,26.6495912203056
2015,1,Chubut,11.5857987745568,37.6127806859079
2015,1,Corrientes,7.64256876399628,28.9501912819093
2015,1,Córdoba,16.7936219024859,54.6973465018821
2015,1,Entre Ríos,12.6093360869829,42.0651933735121
2015,1,Formosa,4.62384901660949,18.1227036739718
2015,1,Jujuy,5.05087991347104,19.6897136326236
2015,1,La Pampa,18.332348933632,55.5080323273377
2015,1,La Rioja,4.46232446314409,16.7032017874138
2015,1,Mendoza,9.05923641753412,32.3658875605183
2015,1,Misiones,7.18848302796675,26.3056041051906
2015,1,Neuquén,15.5262500689212,51.9544367381025
2015,1,Río Negro,13.9938752623861,45.3269490720278
2015,1,Salta,7.29464296478474,30.0097882334428
2015,1,San Juan,7.03958245314213,27.5531927597664
2015,1,San Luis,2.79040145762204,9.71604896376059
2015,1,Santa Cruz,8.39189695742154,27.9948639434945
2015,1,Santa Fe,15.8327732920364,50.2444947593192
2015,1,Santiago Del Estero,4.24446895477843,17.0558169911586
2015,1,Tierra Del Fuego,22.1671547645866,74.2349517001027
2015,1,Tucumán,8.71860866450986,35.0786068853898
2015,2,Buenos Aires,17.325662544573,56.8028056143921
2015,2,CABA,44.0848542837935,116.066270918604
2015,2,Catamarca,6.47514486431421,25.4534180446982
2015,2,Chaco,7.34122953862533,27.4645393883995
2015,2,Chubut,11.2156780993502,36.5824672045848
2015,2,Corrientes,7.79082336835569,29.5840126681085
2015,2,Córdoba,17.1065201027829,55.8691635078182
2015,2,Entre Ríos,12.8371812612236,42.9319790164588
2015,2,Formosa,4.67347848472179,18.3602672052786
2015,2,Jujuy,5.18839248135606,20.2872190775949
2015,2,La Pampa,18.6853290469759,56.7076652253
2015,2,La Rioja,4.49467875121494,16.8831909819638
2015,2,Mendoza,9.0682944930269,32.4919958318665
2015,2,Misiones,7.4498150149301,27.3476824488217
2015,2,Neuquén,15.8141751619626,53.1173365932314
2015,2,Río Negro,14.1434385659295,45.9761201343233
2015,2,Salta,7.3784438043808,30.4611238427009
2015,2,San Juan,7.04209707875153,27.6430534204585
2015,2,San Luis,2.77861844594083,9.70797183720366
2015,2,Santa Cruz,8.05806385021754,27.0722450274482
2015,2,Santa Fe,16.0930258586793,51.1765389086788
2015,2,Santiago Del Estero,4.24666870850714,17.1105666329829
2015,2,Tierra Del Fuego,22.0959537800472,74.5078743166472
2015,2,Tucumán,8.84118769070267,35.6877056091873
2015,3,Buenos Aires,17.5478839831824,57.6886810560801
2015,3,CABA,44.9110922281475,118.28921116432
2015,3,Catamarca,6.56384739614516,25.8637811846376
2015,3,Chaco,7.4540202988244,27.9630727934794
2015,3,Chubut,11.2335781697583,36.8118099146332
2015,3,Corrientes,7.92519113592012,30.167412409019
2015,3,Córdoba,17.4307349890253,57.0834037895185
2015,3,Entre Ríos,13.027710914374,43.6771816352633
2015,3,Formosa,4.78363992388097,18.8367517737853
2015,3,Jujuy,5.42345455542757,21.2703333470887
2015,3,La Pampa,19.055588379965,57.9639597509152
2015,3,La Rioja,4.55007908580606,17.1511294420325
2015,3,Mendoza,9.04240199075449,32.4919958318665
2015,3,Misiones,7.68704138427488,28.3063450934369
2015,3,Neuquén,16.1952130313712,54.5993148967112
2015,3,Río Negro,14.2198456021744,46.3891866567451
2015,3,Salta,7.52537878306051,31.1759452128584
2015,3,San Juan,7.02746288735124,27.66538565566
2015,3,San Luis,2.76881185526522,9.70650326873876
2015,3,Santa Cruz,8.15935448203892,27.6060609834294
2015,3,Santa Fe,16.3639671637834,52.1459547408435
2015,3,Santiago Del Estero,4.2373027191788,17.1188225313532
2015,3,Tierra Del Fuego,22.0480211219742,74.8584578403385
2015,3,Tucumán,9.04046893117945,36.6103595277426
2015,4,Buenos Aires,17.6833488562859,58.2918218273372
2015,4,CABA,44.8329837809894,118.130363211538
2015,4,Catamarca,6.64339437499843,26.2394517885919
2015,4,Chaco,7.53670916277073,28.3505662351414
2015,4,Chubut,11.2055521034806,36.8901782778659
2015,4,Corrientes,7.95036315669479,30.3364314453388
2015,4,Córdoba,17.4691679941471,57.3648817660792
2015,4,Entre Ríos,13.1239623080906,44.108548073001
2015,4,Formosa,4.83056312716579,19.0654915167863
2015,4,Jujuy,5.45834125160131,21.4714737939107
2015,4,La Pampa,19.2721612721497,58.7563372001228
2015,4,La Rioja,4.5777751342349,17.3157786484107
2015,4,Mendoza,9.01590756856533,32.4889524950014
2015,4,Misiones,7.76631710307749,28.6866588915424
2015,4,Neuquén,17.2263045298112,58.2893377687955
2015,4,Río Negro,14.1850246582903,46.4394811149431
2015,4,Salta,7.59985056808734,31.5934926480719
2015,4,San Juan,7.00715004316423,27.6648539357743
2015,4,San Luis,2.75929157725098,9.70576898450631
2015,4,Santa Cruz,8.143243109871939,27.7447690664797
2015,4,Santa Fe,16.4749431693188,52.6080897858581
2015,4,Santiago Del Estero,4.19782273142194,17.0049780380361
2015,4,Tierra Del Fuego,19.4419202409388,66.4622043362379
2015,4,Tucumán,9.12260741910043,37.0621732832959
2016,1,Buenos Aires,17.5350792164395,57.3359078225411
2016,1,CABA,43.7577841271835,115.160058888848
2016,1,Catamarca,6.60687952691047,25.9102179811905
2016,1,Chaco,7.52473407557994,28.0751464477524
2016,1,Chubut,11.1159314993789,36.0927055378499
2016,1,Corrientes,7.94060144931573,30.0807850041331
2016,1,Córdoba,16.9726662396085,55.2830927837402
2016,1,Entre Ríos,13.1425400956748,43.8459681446623
2016,1,Formosa,4.85805369012364,19.0418783694349
2016,1,Jujuy,5.49180026198814,21.410011288564
2016,1,La Pampa,19.1017714242668,57.8408686550453
2016,1,La Rioja,4.49695820154003,16.8335183724942
2016,1,Mendoza,8.99056782533634,32.1233388880128
2016,1,Misiones,7.75121532265461,28.3676525909563
2016,1,Neuquén,16.6592100932178,55.7539370042541
2016,1,Río Negro,14.1492946047505,45.8351263870833
2016,1,Salta,7.61131509310719,31.3155459711532
2016,1,San Juan,6.98238758065924,27.3307941100043
2016,1,San Luis,2.75295018391838,9.58634628277021
2016,1,Santa Cruz,8.05141980281112,26.86586252145
2016,1,Santa Fe,16.1578043492324,51.2773408540762
2016,1,Santiago Del Estero,4.03285507054127,16.205749206822
2016,1,Tierra Del Fuego,19.6541853628346,65.8330416313501
2016,1,Tucumán,9.12710614274777,36.7247713663659
2016,2,Buenos Aires,18.0986845682896,59.3385267910581
2016,2,CABA,45.5937571210413,120.039535048253
2016,2,Catamarca,6.6329805701326,26.0741880597406
2016,2,Chaco,7.64289673329407,28.5935505552226
2016,2,Chubut,11.0748247879331,36.1243856555634
2016,2,Corrientes,8.05303989383131,30.5801620466166
2016,2,Córdoba,17.6203480143202,57.5479805282864
2016,2,Entre Ríos,13.3773061346933,44.7388745451874
2016,2,Formosa,4.93043941201745,19.370070664564
2016,2,Jujuy,5.59776138470153,21.8882810435767
2016,2,La Pampa,19.9138554042725,60.4368602573793
2016,2,La Rioja,4.49348905893409,16.8789026111115
2016,2,Mendoza,8.96594364845842,32.1259717944259
2016,2,Misiones,7.96497621687945,29.239512823022
2016,2,Neuquén,17.5941757650438,59.098285533662
2016,2,Río Negro,14.2242913561553,46.2401130781274
2016,2,Salta,7.77081242802712,32.081726025082
2016,2,San Juan,6.96499758294645,27.3407815140911
2016,2,San Luis,2.74873045396768,9.60373385160232
2016,2,Santa Cruz,7.95535776752335,26.7289117253198
2016,2,Santa Fe,16.48911930902,52.4364772593711
2016,2,Santiago Del Estero,3.94345309540957,15.8889250473061
2016,2,Tierra Del Fuego,20.0813268442623,67.7182428825529
2016,2,Tucumán,9.22451233434258,37.2356828933842
2016,3,Buenos Aires,18.2953085979519,60.1432954546882
2016,3,CABA,45.854720267722,120.772877751015
2016,3,Catamarca,6.72059087375157,26.4806767574637
2016,3,Chaco,7.7068778032764,28.910749068481
2016,3,Chubut,11.0411695849893,36.1786944287865
2016,3,Corrientes,8.16172673090231,31.0668788260512
2016,3,Córdoba,17.7855048043124,58.243816258032
2016,3,Entre Ríos,13.5523719961486,45.4351408844733
2016,3,Formosa,4.73374802305046,18.6397083028628
2016,3,Jujuy,5.76400350138348,22.6051542652569
2016,3,La Pampa,20.2948293814121,61.7317854365091
2016,3,La Rioja,4.52988708727993,17.0745591064841
2016,3,Mendoza,8.93044444956212,32.0883588456665
2016,3,Misiones,8.12165282352103,29.9053857758982
2016,3,Neuquén,17.8621510152284,60.2148508885395
2016,3,Río Negro,14.2202015652272,46.3879653621594
2016,3,Salta,7.95537239122445,32.9558316811803
2016,3,San Juan,6.93918862981469,27.3171271359908
2016,3,San Luis,2.74724252738872,9.63053968688516
2016,3,Santa Cruz,7.93248460752977,26.8352018954507
2016,3,Santa Fe,16.5293619323644,52.6721503688625
2016,3,Santiago Del Estero,3.79448087117706,15.3296465784729
2016,3,Tierra Del Fuego,20.3071031925247,68.9404924910074
2016,3,Tucumán,9.35861636036972,37.8973634102384
2016,4,Buenos Aires,18.5786407358338,61.2365874303569
2016,4,CABA,45.7837382772723,120.631331736324
2016,4,Catamarca,6.7208130408733,26.5435155899619
2016,4,Chaco,7.65324009589054,28.7866560852553
2016,4,Chubut,10.959254911599,36.072905464279
2016,4,Corrientes,8.11989603111693,30.9810703764977
2016,4,Córdoba,17.5712914597652,57.696719154379
2016,4,Entre Ríos,13.4519827391907,45.208402854677
2016,4,Formosa,5.02928480990009,19.8482360781639
2016,4,Jujuy,5.75880438439226,22.6513870082414
2016,4,La Pampa,20.6707608364078,63.016182768654
2016,4,La Rioja,4.35056208536871,16.4553163840162
2016,4,Mendoza,8.91094173348024,32.10735338479
2016,4,Misiones,8.04702456742802,29.7201498077974
2016,4,Neuquén,17.9932474938908,60.8736672281991
2016,4,Río Negro,14.1702506094807,46.3852103506557
2016,4,Salta,7.86548754842606,32.6941197393755
2016,4,San Juan,6.91328731665229,27.2924214521971
2016,4,San Luis,2.74102682939389,9.64068243537056
2016,4,Santa Cruz,7.94078021526284,27.0467602148458
2016,4,Santa Fe,16.3450119715011,52.191050237189
2016,4,Santiago Del Estero,3.71972042933157,15.0678475104333
2016,4,Tierra Del Fuego,20.5713238639236,70.3052659053947
2016,4,Tucumán,9.34955339748364,37.9807622036193
2017,1,Buenos Aires,18.8048550310117,58.5740024492033
2017,1,CABA,45.687714654171,108.369208365608
2017,1,Catamarca,6.52734131816727,25.6593508380215
2017,1,Chaco,7.65022534015797,28.6216605384279
2017,1,Chubut,10.9325033920258,35.662220237763
2017,1,Corrientes,8.14778714678486,30.9406001096441
2017,1,Córdoba,17.6522425706022,57.6533295928744
2017,1,Entre Ríos,13.4274342450088,44.9072736870412
2017,1,Formosa,5.05059092168821,19.8424891786459
2017,1,Jujuy,5.81976940765058,22.7569859622323
2017,1,La Pampa,20.64904971243,62.6692810457516
2017,1,La Rioja,4.31144439366078,16.1955241460542
2017,1,Mendoza,8.88670624572537,31.8430127701797
2017,1,Misiones,8.04171321055632,29.522202363131
2017,1,Neuquén,18.1662540084548,61.0230200678275
2017,1,Río Negro,14.1589456556382,46.0295387411952
2017,1,Salta,7.89012629128218,32.5754893148231
2017,1,San Juan,6.88739031200583,27.0367609884239
2017,1,San Luis,2.73198352638775,9.5455001936789
2017,1,Santa Cruz,7.89382704275053,26.5249917378546
2017,1,Santa Fe,16.3422547458363,51.9701076920804
2017,1,Santiago Del Estero,3.648850889801,14.7021194933686
2017,1,Tierra Del Fuego,20.4354867056667,68.9197485128813
2017,1,Tucumán,9.38885279995182,37.900160758941
2017,2,Buenos Aires,18.1041564810005,56.2721441616913
2017,2,CABA,52.236738675121,124.061393756425
2017,2,Catamarca,6.60818568741958,25.9771210676835
2017,2,Chaco,7.76358719866201,29.0455247754534
2017,2,Chubut,10.8971148834405,35.5460111791441
2017,2,Corrientes,8.26516561613311,31.386121368355
2017,2,Córdoba,18.0566153106088,58.9735289080036
2017,2,Entre Ríos,13.5716635856636,45.3893310282472
2017,2,Formosa,5.08181870616855,19.965076445262
2017,2,Jujuy,5.72941710564843,22.4034158946241
2017,2,La Pampa,20.9208113683245,63.4935264809968
2017,2,La Rioja,4.31364137112834,16.2034458061436
2017,2,Mendoza,8.86323196292613,31.7586053613908
2017,2,Misiones,8.19626218117457,30.0892480250859
2017,2,Neuquén,18.4306345952835,61.9101342766616
2017,2,Río Negro,14.1565144707972,46.0208051229332
2017,2,Salta,7.9299418666242,32.7394202636262
2017,2,San Juan,6.86906267170671,26.964616120247
2017,2,San Luis,2.72299969919519,9.5139703148683
2017,2,Santa Cruz,7.81200042630289,26.2486198287096
2017,2,Santa Fe,16.4365192755623,52.2696112396987
2017,2,Santiago Del Estero,3.50415323861831,14.118988073972
2017,2,Tierra Del Fuego,20.3013051150784,68.4632207595576
2017,2,Tucumán,9.45982373143856,38.1862336563929
2017,3,Buenos Aires,17.9358709735921,55.6293833953396
2017,3,CABA,51.2444496511116,121.858325909693
2017,3,Catamarca,8.26509123497419,32.4909256779052
2017,3,Chaco,8.01210373802466,29.9759256476576
2017,3,Chubut,14.1673718358536,46.2153774665184
2017,3,Corrientes,8.4702126705405,32.165435745938
2017,3,Córdoba,19.0769539156083,62.3070022529633
2017,3,Entre Ríos,13.741494179292,45.9581216701772
2017,3,Formosa,5.43429504811395,21.3503843800708
2017,3,Jujuy,5.79114280051213,22.6453629950826
2017,3,La Pampa,22.7808079768561,69.1399370114264
2017,3,La Rioja,13.7006510798107,51.465252304947
2017,3,Mendoza,9.96432346586244,35.7049317772057
2017,3,Misiones,8.22783358937152,30.2059909330319
2017,3,Neuquén,18.1084813517863,60.8304131050389
2017,3,Río Negro,14.9243619077237,48.5186589395006
2017,3,Salta,9.64942748439008,39.8397008069074
2017,3,San Juan,8.24511556549592,32.3668893599598
2017,3,San Luis,4.42980917494065,15.4778617902981
2017,3,Santa Cruz,9.90736656374063,33.2918297165896
2017,3,Santa Fe,19.1521648988496,60.9063556345152
2017,3,Santiago Del Estero,8.71651583615132,35.1210448843849
2017,3,Tierra Del Fuego,19.4927643968679,65.7418047343459
2017,3,Tucumán,9.83344845550024,39.6953791612326
2017,4,Buenos Aires,18.6146492483549,57.6096152902582
2017,4,CABA,51.6167209151056,122.89742418735
2017,4,Catamarca,7.28060041922938,28.6209500939249
2017,4,Chaco,8.23450197946808,30.8081581112365
2017,4,Chubut,15.7758159308052,51.4630962674935
2017,4,Corrientes,8.56226362030962,32.5151183111876
2017,4,Córdoba,19.3908577867931,63.3326256520777
2017,4,Entre Ríos,14.3176351801836,47.8852452937468
2017,4,Formosa,5.41406007215144,21.2709766892497
2017,4,Jujuy,5.81583543877829,22.742083716267
2017,4,La Pampa,23.4099297739188,71.0497610637856
2017,4,La Rioja,13.7279656603595,51.5684744054618
2017,4,Mendoza,9.30028099444051,33.3256255341505
2017,4,Misiones,8.48278947789551,31.1421848537985
2017,4,Neuquén,18.2308851652642,61.242323177851
2017,4,Río Negro,15.1878136627227,49.3756297682453
2017,4,Salta,9.63881653575366,39.796242471459
2017,4,San Juan,7.71852860282045,30.2999291912817
2017,4,San Luis,3.0299272402738,10.5867310697542
2017,4,Santa Cruz,8.60382164860814,28.9124928828068
2017,4,Santa Fe,19.405680474329,61.7127712196729
2017,4,Santiago Del Estero,7.22868794966673,29.1263861095011
2017,4,Tierra Del Fuego,17.7584933530281,59.8941359626362
2017,4,Tucumán,9.8832869606512,39.8968735176797
2018,1,Buenos Aires,20.2796529105795,62.6262116616845
2018,1,CABA,44.5629613204179,106.235671745868
2018,1,Catamarca,8.34209853727587,32.7936161374153
2018,1,Chaco,8.240328535252,30.8299276457025
2018,1,Chubut,16.4663265563409,53.7156048824891
2018,1,Corrientes,8.60133260210877,32.6634608731751
2018,1,Córdoba,19.4473810733398,63.5171696520162
2018,1,Entre Ríos,14.5556734563254,48.6812024178572
2018,1,Formosa,5.44800982825826,21.4043102592114
2018,1,Jujuy,5.91282950582615,23.1212608756775
2018,1,La Pampa,23.6412486623102,71.751636922758
2018,1,La Rioja,13.6947700631199,51.4435101124481
2018,1,Mendoza,10.3458430919679,37.0721511024033
2018,1,Misiones,8.43227841660731,30.9567358844696
2018,1,Neuquén,18.3128386973519,61.5173903515637
2018,1,Río Negro,15.3235670915437,49.8168613122324
2018,1,Salta,9.63384544384639,39.7755916329188
2018,1,San Juan,8.30680071057099,32.6091774516929
2018,1,San Luis,4.33561502267505,15.1487903482749
2018,1,Santa Cruz,9.98473486255572,33.5527598985762
2018,1,Santa Fe,19.5846823687574,62.2819984430096
2018,1,Santiago Del Estero,8.68350419053065,34.9882694482421
2018,1,Tierra Del Fuego,19.3315233343117,65.1996370235935
2018,1,Tucumán,10.2001773500551,41.1760093888662
2018,2,Buenos Aires,20.3745823244351,62.7822665109499
2018,2,CABA,44.632577746788,106.534941281467
2018,2,Catamarca,8.35838388395506,32.8575008674866
2018,2,Chaco,8.35312361429173,31.2517049960349
2018,2,Chubut,16.8304851291441,54.9023033373551
2018,2,Corrientes,8.90324738534082,33.8097539088117
2018,2,Córdoba,19.373198551696,63.2743661231958
2018,2,Entre Ríos,14.7116484535059,49.2026118705284
2018,2,Formosa,7.4919076165093,29.434226520797
2018,2,Jujuy,5.99239747680142,23.4322027298545
2018,2,La Pampa,23.407010658268,71.0403378727806
2018,2,La Rioja,13.5709228844089,50.9778907392324
2018,2,Mendoza,10.318226443151,36.9728727240613
2018,2,Misiones,8.61598877251767,31.6309076822218
2018,2,Neuquén,17.9318778103692,60.2367916140203
2018,2,Río Negro,15.4255830893773,50.1478946239634
2018,2,Salta,9.67310280884578,39.9371920998973
2018,2,San Juan,8.39284171164165,32.9466488486842
2018,2,San Luis,4.33613750896293,15.1504244913514
2018,2,Santa Cruz,9.91958805094006,33.3323645100661
2018,2,Santa Fe,19.6755915306821,62.5707923995744
2018,2,Santiago Del Estero,8.75016058933937,35.2564642111642
2018,2,Tierra Del Fuego,27.1623165159911,91.6051962953856
2018,2,Tucumán,10.2836712071486,41.5125631700174
2018,3,Buenos Aires,20.9590874010485,64.4405675975205
2018,3,CABA,45.3770920456075,108.445914110219
2018,3,Catamarca,8.37304655008758,32.9159453741104
2018,3,Chaco,8.62858350951374,32.2831008330776
2018,3,Chubut,17.2863082293932,56.391745852269
2018,3,Corrientes,9.01894817024788,34.2499388738322
2018,3,Córdoba,19.6691574967699,64.2421002602934
2018,3,Entre Ríos,15.0162082107412,50.2220138583775
2018,3,Formosa,7.52794981031211,29.5765734288784
2018,3,Jujuy,5.9491656472258,23.2637001371955
2018,3,La Pampa,23.6405627895773,71.7502365184484
2018,3,La Rioja,13.5054845201924,50.7330431805956
2018,3,Mendoza,10.6019692319668,37.9905972679962
2018,3,Misiones,8.74450949017475,32.103666418059
2018,3,Neuquén,18.0054517097913,60.4866167439691
2018,3,Río Negro,15.5465724582987,50.5426480870375
2018,3,Salta,9.54934134172116,39.4274134206841
2018,3,San Juan,8.41935795556925,33.0514165039238
2018,3,San Luis,14.9833598756571,52.3531149755192
2018,3,Santa Cruz,9.7389874592526,32.7278502945593
2018,3,Santa Fe,19.9391069827321,63.4096146162309
2018,3,Santiago Del Estero,8.99651744351393,36.2496169780513
2018,3,Tierra Del Fuego,27.5060216962167,92.7719183939406
2018,3,Tucumán,10.325137534987,41.6810135952876
2018,4,Buenos Aires,21.0588338233985,64.6028466348432
2018,4,CABA,45.2493139403669,108.273149970574
2018,4,Catamarca,8.19733354162497,32.2253461660253
2018,4,Chaco,8.7108351925502,32.5909608763298
2018,4,Chubut,13.0617297060522,42.6109360960454
2018,4,Corrientes,9.10221065708079,34.5662765686955
